Nível,Data e Hora,Fonte,Identificação do Evento,Categoria da Tarefa
Informações,24/07/2025 19:19:13,User32,1074,Nenhum,"O processo C:\WINDOWS\Explorer.EXE (PC004) iniciou reiniciar do computador PC004 pelo usuário PC004\FakeZero por este motivo: Outro (não planejada)
  Código do motivo: 0x0
  Tipo de encerramento: reiniciar
  Comentário: "
Informações,24/07/2025 19:19:00,Service Control Manager,7045,Nenhum,"Foi instalado um serviço no sistema

Nome do Serviço:  CorsairLLAccessE5624B0A345A7E17A08498BFEDC2D42A7CBA71C2
Nome do Arquivo de Serviço:  C:\Program Files\Corsair\Corsair Device Control Service\bin\CorsairLLAccess64.sys
Tipo de Serviço:  driver de modo kernel
Tipo de Início de Serviço:  iniciar automaticamente
Conta de Serviço:  "
Aviso,24/07/2025 19:18:55,Microsoft-Windows-DistributedCOM,10016,Nenhum,"As configurações de permissão específico do aplicativo não concedem permissão Local Iniciar para o aplicativo de Servidor COM com CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 e APPID 
Não Disponível
 ao usuário PC004\FakeZero SID (S-1-5-21-1488674292-4050452929-3426693967-1001) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Aviso,24/07/2025 19:18:54,Microsoft-Windows-DistributedCOM,10016,Nenhum,"As configurações de permissão específico do aplicativo não concedem permissão Local Iniciar para o aplicativo de Servidor COM com CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 e APPID 
Não Disponível
 ao usuário PC004\FakeZero SID (S-1-5-21-1488674292-4050452929-3426693967-1001) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Aviso,24/07/2025 19:18:52,Microsoft-Windows-DistributedCOM,10016,Nenhum,"As configurações de permissão específico do aplicativo não concedem permissão Local Iniciar para o aplicativo de Servidor COM com CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 e APPID 
Não Disponível
 ao usuário PC004\FakeZero SID (S-1-5-21-1488674292-4050452929-3426693967-1001) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Informações,24/07/2025 19:18:48,Microsoft-Windows-IsolatedUserMode,5,Nenhum,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Aviso,24/07/2025 19:18:48,Microsoft-Windows-DistributedCOM,10016,Nenhum,"As configurações de permissão específico do aplicativo não concedem permissão Local Iniciar para o aplicativo de Servidor COM com CLSID 
Windows.SecurityCenter.WscCloudBackupProvider
 e APPID 
Não Disponível
 ao usuário PC004\FakeZero SID (S-1-5-21-1488674292-4050452929-3426693967-1001) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Informações,24/07/2025 19:18:42,Microsoft-Windows-TPM-WMI,1025,Nenhum,O TPM foi provisionado com êxito e agora está pronto para uso.
Informações,24/07/2025 19:18:42,Microsoft-Windows-TPM-WMI,1282,Nenhum,O identificador de dispositivo TBS foi gerado.
Informações,24/07/2025 19:18:40,Microsoft-Windows-IsolatedUserMode,1,Nenhum,Secure Trustlet \??\C:\WINDOWS\System32\NgcIso.exe Id 6 and Pid 13940 started with status STATUS_SUCCESS.
Informações,24/07/2025 19:18:40,Microsoft-Windows-IsolatedUserMode,5,Nenhum,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Informações,24/07/2025 19:18:40,TPM,18,Nenhum,Este evento dispara a execução da verificação de status/provisionamento do TPM (Trusted Platform Module).
Informações,24/07/2025 19:18:40,Service Control Manager,7026,Nenhum,"O(s) seguinte(s) driver(s) de início do sistema ou de inicialização não foram carregados: 
dam"
Informações,24/07/2025 19:18:39,Service Control Manager,7045,Nenhum,"Foi instalado um serviço no sistema

Nome do Serviço:  R0CPUCOOLERV4_0
Nome do Arquivo de Serviço:  C:\Program Files (x86)\CPU COOLER V4.0\CPU COOLER V4.0.sys
Tipo de Serviço:  driver de modo kernel
Tipo de Início de Serviço:  iniciar demanda
Conta de Serviço:  "
Informações,24/07/2025 19:18:36,Microsoft-Windows-TPM-WMI,1038,Nenhum,"As verificações de integridade de pré-atestado confirmam que o dispositivo deve ser aprovado no atestado.
 Consulte C:\WINDOWS\Logs\MeasuredBoot\0000000012-0000000000.json para obter informações detalhadas sobre quais verificações foram feitas."
Informações,24/07/2025 19:18:36,Microsoft-Windows-TPM-WMI,1041,Nenhum,"Informações detalhadas da verificação de integridade anterior ao atestado: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}]}"
Informações,24/07/2025 19:18:35,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'gameflt' (10.0, ‎2009‎-‎11‎-‎22T16:11:52.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Aviso,24/07/2025 19:18:34,Microsoft-Windows-DistributedCOM,10016,Nenhum,"As configurações de permissão específico do aplicativo não concedem permissão Local Ativação para o aplicativo de Servidor COM com CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 e APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 ao usuário AUTORIDADE NT\SERVIÇO LOCAL SID (S-1-5-19) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Aviso,24/07/2025 19:18:34,Microsoft-Windows-DistributedCOM,10016,Nenhum,"As configurações de permissão específico do aplicativo não concedem permissão Local Ativação para o aplicativo de Servidor COM com CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 e APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 ao usuário AUTORIDADE NT\SERVIÇO LOCAL SID (S-1-5-19) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Informações,24/07/2025 19:18:34,Microsoft-Windows-Winlogon,7001,(1101),Notificação de Logon do Usuário para Programa de Aperfeiçoamento da Experiência do Usuário
Informações,24/07/2025 19:18:34,Microsoft-Windows-UserModePowerService,12,(10),O processo C:\Windows\System32\DriverStore\FileRepository\u0400644.inf_amd64_9691c8ee1bbfcbb7\B399690\atieclxx.exe (ID do processo:4268) redefiniu o esquema de política de {381b4222-f694-41f0-9685-ff5bb260df2e} para {381b4222-f694-41f0-9685-ff5bb260df2e}
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:80/116B50EB-ECE2-41ac-8429-9F9E963361B7/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url https://+:443/C574AC30-5794-4AEE-B1BB-6651C5315029/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:80/0131501b-d67f-491b-9a40-c4bf27bcb4d4/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:3387/rdp/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url https://+:3392/rdp/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:10246/MDEServer/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:10243/WMPNSSv4/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url https://+:10245/WMPNSSv4/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:10247/apps/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:5985/wsman/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:47001/wsman/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url https://+:5986/wsman/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://*:2869/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url https://*:5358/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://+:80/Temporary_Listen_Addresses/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Tentativa de reservar url http://*:5357/. Status 0x0. ID do processo 0x4 caminho executável , Usuário SISTEMA"
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'bindflt' (10.0, ‎2032‎-‎10‎-‎09T03:28:18.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'storqosflt' (10.0, ‎2021‎-‎03‎-‎19T07:47:34.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'UnionFS' (10.0, ‎2047‎-‎02‎-‎21T08:01:20.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'CldFlt' (10.0, ‎2067‎-‎09‎-‎20T23:58:54.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,1,Nenhum,"Filtro do Sistema de Arquivos 'CldFlt' (Versão 10.0, ‎2067‎-‎09‎-‎20T23:58:54.000000000Z) descarregado com sucesso."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'CldFlt' (10.0, ‎2067‎-‎09‎-‎20T23:58:54.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,O serviço do cliente DHCPv6 foi iniciado
Informações,24/07/2025 19:18:33,Microsoft-Windows-Dhcp-Client,50036,Evento do Estado do Serviço,O serviço do cliente DHCPv4 foi iniciado
Informações,24/07/2025 19:18:33,Microsoft-Windows-Dhcp-Client,50103,Evento do Estado do Serviço,Cliente DHCPv4 registrado para notificação de desligamento
Informações,24/07/2025 19:18:33,Microsoft-Windows-Dhcp-Client,50036,Evento do Estado do Serviço,O serviço do cliente DHCPv4 foi iniciado
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'wcifs' (10.0, ‎2053‎-‎03‎-‎11T01:36:57.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'luafv' (10.0, ‎2105‎-‎10‎-‎05T02:54:15.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'bfs' (10.0, ‎2028‎-‎09‎-‎07T00:23:58.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:33,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'applockerfltr' (10.0, ‎1982‎-‎03‎-‎12T10:54:10.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:32,Microsoft-Windows-Directory-Services-SAM,16983,Nenhum,"O gerenciador de contas de segurança agora registra eventos resumidos periódicos para clientes remotos que invocam chamadas herdadas do método RPC para alterar ou definir senhas.

Para mais informações, confira https://go.microsoft.com/fwlink/?linkid=2150956.
"
Informações,24/07/2025 19:18:32,Microsoft-Windows-Directory-Services-SAM,16977,Nenhum,"O domínio tem as seguintes configurações de comprimento mínimo para senha.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

Para mais informações, consulte https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Informações,24/07/2025 19:18:32,Microsoft-Windows-Directory-Services-SAM,16962,Nenhum,"As chamadas remotas ao banco de dados SAM estão sendo restritas usando o descritor de segurança padrão: O:SYG:SYD:(A;;RC;;;BA).
Para obter mais informações, consulte http://go.microsoft.com/fwlink/?LinkId=787651."
Informações,24/07/2025 19:18:32,Microsoft-Windows-IsolatedUserMode,5,Nenhum,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Informações,24/07/2025 19:18:32,LsaSrv,6156,Nenhum,"Status da habilitação automática do Credential Guard.

Requisitos de Hardware para Segurança Baseada em Virtualização:	1
Domínio Ingressado:	0
Associado ao Azure AD:	0
 Licenciado para o Credential Guard:	0
Controlador de Domínio:	0"
Aviso,24/07/2025 19:18:32,Microsoft-Windows-Kernel-PnP,219,(212),"O driver \Driver\WUDFRd ao carregar.
Device: HID\VID_046D&PID_0AD5&MI_02&Col06\9&1ef6a9e9&0&0005
Status: 0xC0000365"
Informações,24/07/2025 19:18:32,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"O refletor UMDF não pôde se conectar ao gerenciador de controle de serviço (SCM). Isso é esperado durante a inicialização, quando o SCM ainda não foi iniciado. Tentaremos novamente quando ele for iniciado."
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,12,Nenhum,LSASS.exe iniciado como processo protegido com o nível: 4.
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,18,Nenhum,O Isolamento da Chave VBS foi iniciado e protegerá as chaves isoladas do VSM.
Informações,24/07/2025 19:18:32,Microsoft-Windows-IsolatedUserMode,1,Nenhum,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 1608 started with status STATUS_SUCCESS.
Informações,24/07/2025 19:18:32,Microsoft-Windows-IsolatedUserMode,5,Nenhum,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,14,Nenhum,"Credential Guard configuration:

Registry Configuration: 0x0
Test Configuration: 0
Auto Enablement: 0"
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,23,Nenhum,"Antiversão do Aplicativo de Inicialização: Inicialização Concluída com status:
HRESULT: A operação foi concluída com êxito.
Novo timer necessário: false
Novo timer aguardando conclusão da atualização do sistema: false
O timer de trava anterior existe, mas foi desabilitado pelo Registro: false
"
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,25,Nenhum,"Antiversão do Aplicativo de Inicialização: timer anterior retomado com status:

HRESULT: A operação foi concluída com êxito.
Timer anterior presente: true
Hora de início: ‎2025‎-‎07‎-‎24T19:11:01.923946000Z
Período de cortesia: 51840000000000
Tentativa de imposição de recuperação bem-sucedida: false
"
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,24,Nenhum,"Antiversão do Aplicativo de Inicialização: início do temporizador concluído com status:

Win32Error: 0
Hora de início: ‎2025‎-‎07‎-‎24T19:11:01.923946000Z
Período de cortesia: 51840000000000
Hora de conclusão: ‎2025‎-‎09‎-‎22T19:11:01.923946000Z
"
Informações,24/07/2025 19:18:32,Microsoft-Windows-Wininit,19,Nenhum,"Status da criação do temporizador de Segurança Baseada em Virtualização

HRESULT: A operação foi concluída com êxito.
Novo temporizador de trava necessário: false
Novo temporizador de trava aguardando a conclusão da atualização do sistema: false
Temporizador de trava anterior existente, mas desabilitado pelo registro: false
Arquivo de política existente: false
"
Informações,24/07/2025 19:18:32,BTHUSB,18,Nenhum,O Windows não pode armazenar códigos de autenticação Bluetooth (chaves de link) no adaptador local. Os teclados Bluetooth podem não funcionar no BIOS do sistema durante a inicialização.
Informações,24/07/2025 19:18:30,Microsoft-Windows-Subsys-SMSS,17,Nenhum,Plataforma binária executada com êxito.
Informações,24/07/2025 19:18:29,Microsoft-Windows-Kernel-General,24,(11),As informações de fuso horário foram atualizadas com o motivo de saída 0. O ajuste do fuso horário atual é 180.
Informações,24/07/2025 19:18:29,Microsoft-Windows-Ntfs,98,Nenhum,Volume \\?\Volume{c41c6948-1b28-4b91-b20a-30d6899b4cfa} (\Device\HarddiskVolume4) está íntegro. Nenhuma ação é necessária.
Informações,24/07/2025 19:18:29,Microsoft-Windows-Ntfs,98,Nenhum,Volume S: (\Device\HarddiskVolume6) está íntegro. Nenhuma ação é necessária.
Informações,24/07/2025 19:18:29,Microsoft-Windows-Ntfs,98,Nenhum,Volume Q: (\Device\HarddiskVolume8) está íntegro. Nenhuma ação é necessária.
Informações,24/07/2025 19:18:28,Microsoft-Windows-Ntfs,98,Nenhum,Volume D: (\Device\HarddiskVolume10) está íntegro. Nenhuma ação é necessária.
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 15 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 123
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 14 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 123
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 13 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 120
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 12 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 120
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 11 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 142
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 10 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 142
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 9 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 127
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 8 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 127
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 7 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 134
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 6 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 134
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 5 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 131
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 4 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 131
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 3 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 142
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 2 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 142
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 1 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 138
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:28,Microsoft-Windows-Kernel-Processor-Power,55,(47),"O processador 0 no grupo 0 expõe os seguintes recursos de gerenciamento de energia:

Tipo de estado ocioso: ACPI Idle (LPI) States (3 estado(s))

Tipo de estado de desempenho: ACPI Collaborative Processor Performance Control
Frequência Nominal (MHz): 4201
Percentual de desempenho máximo: 138
Percentual de desempenho mínimo: 71
Percentual de aceleração mínimo: 10"
Informações,24/07/2025 19:18:24,Microsoft-Windows-Kernel-Power,172,(203),"Estado de conectividade em espera: Disconnected, Motivo: NIC compliance"
Informações,24/07/2025 19:18:24,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'npsvctrig' (10.0, ‎1978‎-‎05‎-‎14T06:13:30.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:24,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'UCPD' (10.0, ‎2007‎-‎02‎-‎05T02:30:28.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:24,Microsoft-Windows-FilterManager,6,Nenhum,"Filtro do Sistema de Arquivos 'FileCrypt' (10.0, ‎2075‎-‎08‎-‎31T19:07:07.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informações,24/07/2025 19:18:21,Microsoft-Windows-Ntfs,98,Nenhum,Volume C: (\Device\HarddiskVolume3) está íntegro. Nenhuma ação é necessária.
